Datetime,Symbol,Buy/Sell,Quantity,Price,Profit/loss
2020-10-21 21:24:00,AAPL,Buy,1,117.85,0
2020-10-21 21:24:16,AAPL,Sell,0.0,117.89,0.0
2020-10-21 21:43:25,AAPL,Buy,1,117.08,0
2020-10-21 21:44:00,AAPL,Sell,0.0,117.12,0.0
2020-10-21 21:59:13,AAPL,Buy,1,117.41,0
