Date,Close,RESULT
2016-01-05,102.709999,Buy
2016-01-21,96.300003,Sell
2016-02-03,96.349998,Buy
2016-02-17,98.120003,Sell
2016-03-08,101.029999,Buy
2016-03-16,105.970001,Sell
2016-03-29,107.68,Buy
2016-04-07,108.540001,Sell
2016-04-22,105.68,Buy
2016-05-17,93.489998,Sell
2016-06-02,97.720001,Buy
2016-06-15,97.139999,Sell
2016-06-27,92.040001,Buy
2016-07-07,95.940002,Sell
2016-07-26,96.66999799999999,Buy
2016-08-05,107.480003,Sell
2016-08-19,109.360001,Buy
2016-09-06,107.699997,Sell
2016-09-20,113.57,Buy
2016-10-03,112.519997,Sell
2016-10-20,117.059998,Buy
2016-11-09,110.879997,Sell
2016-11-25,111.790001,Buy
2016-12-09,113.949997,Sell
2017-01-03,116.150002,Buy
2017-01-11,119.75,Sell
2017-01-25,121.879997,Buy
2017-02-06,130.28999299999998,Sell
2017-03-07,139.520004,Buy
2017-03-17,139.990005,Sell
2017-03-31,143.66000400000001,Buy
2017-04-21,142.270004,Sell
2017-05-05,148.96000700000002,Buy
2017-05-15,155.699997,Sell
2017-05-25,153.869995,Buy
2017-06-07,155.369995,Sell
2017-06-16,142.270004,Buy
2017-07-03,143.5,Sell
2017-07-28,149.5,Buy
2017-08-09,161.059998,Sell
2017-08-22,159.779999,Buy
2017-08-30,163.350006,Sell
2017-09-13,159.649994,Buy
2017-10-02,153.809998,Sell
2017-10-19,155.979996,Buy
2017-10-31,169.03999299999998,Sell
2017-11-15,169.080002,Buy
2017-12-01,171.050003,Sell
2017-12-13,172.270004,Buy
2017-12-28,171.080002,Sell
2018-01-11,175.279999,Buy
2018-01-24,174.220001,Sell
2018-02-05,156.490005,Buy
2018-02-15,172.990005,Sell
2018-03-01,175.0,Buy
2018-03-13,179.970001,Sell
2018-03-21,171.270004,Buy
2018-04-06,168.380005,Sell
2018-04-23,165.240005,Buy
2018-05-03,176.889999,Sell
2018-05-21,187.630005,Buy
2018-06-05,193.309998,Sell
2018-06-18,188.740005,Buy
2018-07-06,187.970001,Sell
2018-07-23,191.610001,Buy
2018-08-02,207.389999,Sell
2018-09-06,223.100006,Buy
2018-09-21,217.66000400000001,Sell
2018-10-09,226.86999500000002,Buy
2018-10-23,222.729996,Sell
2018-11-06,203.770004,Buy
2018-11-27,174.240005,Sell
2018-12-07,168.490005,Buy
2018-12-27,156.149994,Sell
2019-01-15,153.070007,Buy
2019-01-24,152.699997,Sell
2019-02-11,169.429993,Buy
2019-02-25,174.229996,Sell
2019-03-20,188.16000400000001,Buy
2019-04-01,191.240005,Sell
2019-04-26,204.300003,Buy
2019-05-15,190.919998,Sell
2019-05-24,178.970001,Buy
2019-06-10,192.580002,Sell
2019-06-24,198.580002,Buy
2019-07-10,203.229996,Sell
2019-07-25,207.020004,Buy
2019-08-08,203.429993,Sell
2019-08-23,202.639999,Buy
2019-09-06,213.25999500000003,Sell
2019-09-23,218.72000099999997,Buy
2019-10-04,227.00999500000003,Sell
2019-10-23,243.17999300000002,Buy
2019-11-01,255.82000699999998,Sell
2019-11-21,262.01001,Buy
2019-12-09,266.920013,Sell
2020-01-06,299.799988,Buy
2020-01-14,312.679993,Sell
2020-01-28,317.690002,Buy
2020-02-07,320.02999900000003,Sell
2020-02-21,313.049988,Buy
2020-03-16,242.210007,Sell
2020-03-24,246.88000499999998,Buy
2020-04-07,259.429993,Sell
2020-04-22,276.100006,Buy
2020-05-01,289.070007,Sell
2020-05-20,319.230011,Buy
2020-06-02,323.339996,Sell
