,Current/Real Values,prediction1
2020-07-11,342.98999,382.39971903779804
2020-07-12,321.2063349,376.7821865889578
2020-07-15,,405.122431854373
2020-07-16,,375.0016657185143
2020-07-17,,388.238799289317
