,Current/Real Values,prediction1
2020-08-21,459.630005,499.9487678718575
2020-08-24,458.42999299999997,539.9721807902383
2020-08-25,462.25,525.4175944057456
2020-08-26,462.829987,454.7403777442819
2020-08-27,473.10000599999995,504.04733097458177
