,Current/Real Values,prediction1
2020-07-11,342.98999,343.8639010028426
2020-07-12,321.2063349,351.63590082772697
2020-07-15,,357.03827786668234
2020-07-16,,357.8634996320729
2020-07-17,,356.30546114805463
