Date,True Close,Predicted Close
2010-08-12,246.25125099999997,246.25125
2010-08-13,243.418411,243.41841
2010-08-16,243.03804,243.03804
2010-08-17,245.50550800000002,245.50551
2010-08-18,241.316315,241.31631
2010-08-19,234.219223,234.21922
2010-08-20,231.241241,231.24124
2010-08-23,232.267273,232.26727
2010-08-24,225.920914,225.92091
2010-08-25,227.53753700000001,227.53754
2010-08-26,225.71571400000002,225.71571
2010-08-27,229.644638,229.64465
2010-08-30,226.571579,226.57158
2010-08-31,225.235229,225.23523
2010-09-01,230.39540099999996,230.3954
2010-09-02,231.821823,231.82182
2010-09-03,235.38539100000003,235.38539
2010-09-07,232.43243399999997,232.43242
2010-09-08,235.52552799999998,235.52553
2010-09-09,238.328323,238.32832
2010-09-10,238.308304,238.30832
2010-09-13,241.376373,241.37637
2010-09-14,240.45546000000002,240.45546
2010-09-15,240.560562,240.56056
2010-09-16,240.770767,240.77077
2010-09-17,245.320328,245.32033
2010-09-20,254.394394,254.39441
2010-09-21,256.987,256.987
2010-09-22,258.25827000000004,258.25827
2010-09-23,256.997009,256.997
2010-09-24,263.908905,263.9089
2010-09-27,265.470459,265.47046
2010-09-28,263.848846,263.84885
2010-09-29,264.1091,264.1091
2010-09-30,263.158173,263.15817
2010-10-01,263.073059,263.07306
2010-10-04,261.43643199999997,261.43643
2010-10-05,269.38439900000003,269.3844
2010-10-06,267.44244399999997,267.44244
2010-10-07,265.270264,265.27026
2010-10-08,268.443451,268.44345
2010-10-11,269.689697,269.6897
2010-10-12,270.965973,270.96597
2010-10-13,271.92193599999996,271.92194
2010-10-14,270.735748,270.73575
2010-10-15,301.026031,301.02603
2010-10-18,309.164154,309.16415
2010-10-19,304.219208,304.2192
2010-10-20,304.294281,304.29428
2010-10-21,306.3013,306.3013
2010-10-22,306.571564,306.57156
2010-10-25,308.558563,308.55856
2010-10-26,309.609619,309.60962
2010-10-27,308.54354900000004,308.54355
2010-10-28,309.599609,309.5996
2010-10-29,307.157166,307.15717
2010-11-01,307.8078,307.8078
2010-11-02,308.108093,308.1081
2010-11-03,310.400391,310.4004
2010-11-04,312.447449,312.44745
2010-11-05,312.852844,312.85284
2010-11-08,313.6987,313.6987
2010-11-09,312.722717,312.72272
2010-11-10,311.75174,311.75174
2010-11-11,308.9039,308.9039
2010-11-12,301.94696,301.94696
2010-11-15,298.03302,298.03302
2010-11-16,292.152161,292.15216
2010-11-17,292.067078,292.06708
2010-11-18,298.578583,298.57858
2010-11-19,295.710724,295.71072
2010-11-22,295.905914,295.9059
2010-11-23,291.796783,291.79678
2010-11-24,297.78277599999996,297.78278
2010-11-26,295.29528799999997,295.2953
2010-11-29,291.346344,291.34634
2010-11-30,278.133148,278.13315
2010-12-01,282.45745800000003,282.45746
2010-12-02,286.196198,286.1962
2010-12-03,286.78677400000004,286.78677
2010-12-06,289.46948199999997,289.46948
2010-12-07,293.863861,293.86386
2010-12-08,295.565552,295.56555
2010-12-09,296.046051,296.04605
2010-12-10,296.401398,296.4014
2010-12-13,297.607605,297.6076
2010-12-14,297.752747,297.75275
2010-12-15,295.44543500000003,295.44543
2010-12-16,296.151154,296.15115
2010-12-17,295.69570899999997,295.6957
2010-12-20,297.82782000000003,297.82782
2010-12-21,301.836823,301.83682
2010-12-22,303.048035,303.04803
2010-12-23,302.417419,302.41742
2010-12-27,301.491486,301.4915
2010-12-28,299.759766,299.75977
2010-12-29,300.800812,300.8008
2010-12-30,299.729736,299.72974
2010-12-31,297.282288,297.2823
2011-01-03,302.47747799999996,302.47748
2011-01-04,301.361359,301.36136
2011-01-05,304.83984399999997,304.83984
2011-01-06,307.057068,307.05707
2011-01-07,308.528534,308.52853
2011-01-10,307.412415,307.4124
2011-01-11,308.313324,308.31332
2011-01-12,308.743744,308.74374
2011-01-13,308.653656,308.65366
2011-01-14,312.402405,312.4024
2011-01-18,320.135132,320.13513
2011-01-19,316.191193,316.1912
2011-01-20,313.6987,313.6987
2011-01-21,306.221222,306.22122
2011-01-24,305.845856,305.84586
2011-01-25,310.26525899999996,310.26526
2011-01-26,308.558563,308.55856
2011-01-27,308.70370499999996,308.7037
2011-01-28,300.79580699999997,300.7958
2011-01-31,300.48046899999997,300.48047
2011-02-01,305.825836,305.82584
2011-02-02,306.306305,306.3063
2011-02-03,305.38037099999997,305.38037
2011-02-04,305.79580699999997,305.7958
2011-02-07,307.452454,307.45245
2011-02-08,309.49951200000004,309.4995
2011-02-09,308.558563,308.55856
2011-02-10,308.528534,308.52853
2011-02-11,312.56256099999996,312.56256
2011-02-14,314.389404,314.3894
2011-02-15,312.38739,312.3874
2011-02-16,312.42242400000003,312.42242
2011-02-17,312.942932,312.94293
2011-02-18,315.355347,315.35535
2011-02-22,305.4104,305.4104
2011-02-23,305.965973,305.96597
2011-02-24,304.714722,304.71472
2011-02-25,305.325317,305.32532
2011-02-28,307.007019,307.00702
2011-03-01,300.680695,300.6807
2011-03-02,300.69570899999997,300.6957
2011-03-03,305.085083,305.08508
2011-03-04,300.610596,300.6106
2011-03-07,296.126129,296.12613
2011-03-08,296.45144700000003,296.45145
2011-03-09,296.18118300000003,296.18118
2011-03-10,290.44043,290.44043
2011-03-11,288.643646,288.64365
2011-03-14,285.280273,285.28027
2011-03-15,285.065063,285.06506
2011-03-16,278.828827,278.82883
2011-03-17,280.96096800000004,280.96097
2011-03-18,280.81082200000003,280.81082
2011-03-21,288.538544,288.53854
2011-03-22,288.948944,288.94894
2011-03-23,291.371368,291.37137
2011-03-24,293.738739,293.73874
